c,r,m,b,I,c/r,Z1_star,Z2_star,Z3_star,y1,y2,y3,Z2_y1,Z3_y1,Z1_y2,Z3_y2,Z1_y3,Z2_y3,y_star_norm,profit_star_norm,profit_y1_norm,profit_y2_norm,profit_y3_norm,y_star_uni,profit_star_uni,profit_y1_uni,profit_y2_uni,profit_y3_uni,x1,Z_x1,profit_x1_norm,profit_x1_uni,x2,Z_x2,profit_x2_norm,profit_x2_uni,x3,Z_x3,profit_x3_norm,profit_x3_uni
0.05,1,"[1.0, 2.5]",5,1,0.05,2.249991852895007,0.10923700840626221,0.9560546875,5.0,4.732197056469375,4.7263265581968685,0.12099804255384623,0.947265625,2.1292833617443776,0.9541015625,2.126789766253378,0.10924804773165017,4.369964068287872,2.2678774354528954,2.25,2.2613366100001207,2.2615327759378876,4.75,2.25625,2.25,2.256218305520164,2.256193956815319,4.939965032493558,-1.6603369686259097,2.2529087771746856,2.252641328642972,4.909899111727839,-1.0712039709869174,2.254292453421548,2.2536932274068646,4.807073515760254,-0.4832106007651059,2.258619959759598,2.2559242613798762
0.1,1,"[1.0, 2.5]",5,1,0.1,1.9999918902251228,0.19702379973569606,0.91015625,5.0,4.511612458114345,4.591321093530414,0.24909229671532707,0.8896484375,1.8048441625749496,0.908203125,1.8363576763568832,0.20742038164201193,4.0098685397926435,2.0589265908918626,2.0,2.0412094740138342,2.0357348000153146,4.5,2.0250000000000004,2.0,2.0249865150816544,2.024166045787641,4.89966726800791,-1.4498145746413693,2.0097683002882567,2.0090266074883094,4.721680661023401,-0.9058466721713228,2.025602186560133,2.0200857684528235,4.618264877580505,-0.3524825692763709,2.03375510278604,2.023601341873087
0.15000000000000002,1,"[1.0, 2.5]",5,1,0.15000000000000002,1.749991932709181,0.22980703270241679,0.873046875,5.0,4.245088967201396,4.28898755811387,0.37432373016848897,0.82421875,1.4857847443696668,0.8583984375,1.501079508786225,0.2677483497169333,3.7397576876965797,1.8654360230369982,1.75,1.842434927226583,1.838592425959428,4.25,1.80625,1.75,1.806247588175685,1.8060979970312319,4.811532094210216,-1.2479415748413412,1.777292905503423,1.7747181707171884,4.6158979576453305,-0.7493197069546556,1.8031366159783162,1.7928618684590973,4.420226571749536,-0.2479006514115571,1.8257130796515983,1.80335229142704
0.2,1,"[1.0, 2.5]",5,1,0.2,1.500019443094443,0.2870988250111852,0.84375,4.999237219064391,3.9786448417549547,4.170618554875182,0.49903927692271105,0.751953125,1.1935562816299425,0.8330078125,1.2512555343343061,0.33232717462490285,3.5152733958797726,1.6842020362880548,1.500152541617235,1.6609810842199315,1.639839386676538,4.0,1.6000000000000003,1.5001524980036467,1.599954395721633,1.5970889308732308,4.751722972036036,-1.0540229938851113,1.547907653261635,1.5434912573313313,4.524498425487707,-0.6010631573033725,1.587914779701105,1.5724901401660918,4.249703843271687,-0.1561864729980037,1.6295574528038548,1.5937647990655353
0.25,1,"[1.0, 2.5]",5,1,0.25,1.2500536540867315,0.31578128246991427,0.8037109375,4.9992919036625265,3.6622854192003746,3.937144412929502,0.620532679777127,0.66796875,0.9155838581639447,0.7880859375,0.9842389805125248,0.3590467521175169,3.3179752379605656,1.5134598984757237,1.250177011529003,1.4985782363434261,1.4679099068327748,3.75,1.40625,1.2501769739443258,1.4054806152315145,1.4027476968709274,4.689033374031506,-0.862658363453407,1.3249120487923047,1.3180716322455002,4.33726634841453,-0.469514732029586,1.4003623086232002,1.3717618236019862,3.9966255866862315,-0.08626083345461633,1.4594182565240696,1.400167581999167
0.3,1,"[1.0, 2.5]",5,1,0.3,1.0000855386669363,0.2936638234041379,0.775390625,4.99931294561584,3.4836025880723187,3.819660112501051,0.7390982747248017,0.572265625,0.6967244301168596,0.7685546875,0.7639160069766391,0.39380045151711585,3.1381844767187443,1.3521146741261003,1.0002061044951165,1.3357209128145546,1.2918432733321599,3.5,1.2249999999999999,1.0002060691108752,1.224973112488207,1.2147817412475814,4.614920710008755,-0.6795829736378378,1.1110200688637044,1.1006951810393577,4.239045339103016,-0.35872779939975363,1.2070876405458728,1.170381198675011,3.868333954953262,-0.03163863659541247,1.2835395792876374,1.2114330097628485
0.35000000000000003,1,"[1.0, 2.5]",5,1,0.35000000000000003,0.7501127515769968,0.26430050793072113,0.7578125,4.999352130589153,3.2450614875369275,3.6471829083833693,0.8693577117741865,0.462890625,0.4867514407338387,0.7392578125,0.5470915053833516,0.39525987287038156,2.9700226566881125,1.199448627951913,0.750226743783704,1.1882359426666855,1.135097666522598,3.2499999999999996,1.0562499999999997,0.7502267123203188,1.056247561109465,1.0404745737288126,4.544997156366138,-0.5017968211658386,0.9027388052423291,0.8885482365003612,4.035499489173733,-0.24768151588154386,1.0499980503726911,0.9945490552507801,3.640614090178545,-0.0032629526609544435,1.1362772772174314,1.0409920632553986
0.4,1,"[1.0, 2.5]",5,1,0.4,0.4999390426964503,0.23362293559882918,0.720703125,4.99939436405048,3.0108015180715024,3.470663546249739,0.9972420083688448,0.333984375,0.30107783015459466,0.70703125,0.3470691075875665,0.3883630635687042,2.8095023718566496,1.054985585395955,0.5002422451955155,1.0486557102106326,0.9898289096101711,3.0,0.8999999999999999,0.5002422177003178,0.899988332720735,0.8778475826231618,4.457744359380462,-0.32654079462466745,0.707240772335815,0.6874981382694445,3.8875611270947146,-0.15107327332728682,0.8913809059919224,0.8212235245670356,3.4493996013381634,0.030773433140536044,0.9937956588796788,0.87980399983171
0.45,1,"[1.0, 2.5]",5,1,0.45,0.24997144323553355,0.21906609008413314,0.6552734375,4.999426657890549,2.74843123919,3.1687619211743723,1.123797085362368,0.1826171875,0.1374245784810817,0.65625,0.15843123988344354,0.33357741738211577,2.653643883813725,0.9184209794782014,0.25025799571843343,0.9169708158769811,0.8766659557705596,2.75,0.7562500000000001,0.25025797107713554,0.7562497538989521,0.7387138453374351,4.12135909039846,-0.15105416133536242,0.615461727218944,0.5681874245181511,3.6427542023787503,-0.06261931818811473,0.7716185857854243,0.6765489934135085,3.0099191836373747,0.0418000496480099,0.8982146699993198,0.7494942017977282
0.5,1,"[1.0, 2.5]",5,1,0.5,-1.5397916501846964e-06,0.21385510879505654,0.0,4.9957564078384555,2.4999019055126697,4.9957564078384555,1.2482803615505569,0.00048828125,4.142745258617353e-06,0.00048828125,-1.5397916501846964e-06,1.2436052433985196,2.5,0.7895844120543739,0.0021213443502694496,0.7895844104849592,0.0021213443502694496,2.5,0.625,0.0021199952733290672,0.6249999990377472,0.0021199952733290672,2.545333222728655,3.241885205329531e-05,0.7892492636698472,0.6247944898917034,2.574916355873619,4.666511255946304e-05,0.7886692878620065,0.6244387539622617,2.4918786481329427,0.06119459218349599,0.7895736547422737,0.6249934043643852
